train_epochs,train_acc,last_saved_epoch,val_acc,val_recall,test_acc,test_recall
"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54]","[0.65654016, 0.7183935, 0.7559109, 0.76130784, 0.7640022, 0.76927894, 0.77958775, 0.7851588, 0.7920812, 0.8042595, 0.80474037, 0.80784094, 0.8099259, 0.8135362, 0.81309694, 0.8130513, 0.8211053, 0.8141042, 0.8066181, 0.81719637, 0.8189332, 0.81688553, 0.8202762, 0.8202348, 0.81897885, 0.8167156, 0.81897885, 0.81462646, 0.815584, 0.8232855, 0.8180213, 0.81984514, 0.8180171, 0.8141, 0.81832385, 0.82011044, 0.82268035, 0.81654567, 0.82145756, 0.816413, 0.8097891, 0.82115084, 0.81897885, 0.81841505, 0.81487924, 0.8213705, 0.8261581, 0.81719637, 0.82037157, 0.8220669, 0.8173581, 0.82237786, 0.81801295, 0.8106637]",3,"[0.54858934169279, 0.5815047021943573, 0.6473354231974922, 0.6167711598746082, 0.5885579937304075, 0.609717868338558, 0.5736677115987461, 0.5611285266457681, 0.5948275862068966, 0.5587774294670846, 0.5431034482758621, 0.5940438871473355, 0.5721003134796239, 0.5579937304075235, 0.5822884012539185, 0.5869905956112853, 0.5407523510971787, 0.5556426332288401, 0.54858934169279, 0.5540752351097179, 0.567398119122257, 0.530564263322884, 0.5658307210031348, 0.5587774294670846, 0.5438871473354232, 0.549373040752351, 0.567398119122257, 0.5713166144200627, 0.5611285266457681, 0.5540752351097179, 0.5877742946708464, 0.5587774294670846, 0.5587774294670846, 0.5313479623824452, 0.5611285266457681, 0.5744514106583072, 0.5376175548589341, 0.5689655172413793, 0.5384012539184952, 0.5532915360501567, 0.5658307210031348, 0.542319749216301, 0.5658307210031348, 0.5587774294670846, 0.5517241379310345, 0.5501567398119123, 0.5713166144200627, 0.5470219435736677, 0.5587774294670846, 0.5540752351097179, 0.5768025078369906, 0.5595611285266457, 0.5509404388714734, 0.549373040752351]","[0.13657770800627944, 0.22052067381316998, 0.3412322274881517, 0.28731942215088285, 0.21283255086071987, 0.2567783094098884, 0.20579268292682926, 0.17345399698340874, 0.23647604327666152, 0.18140929535232383, 0.13533834586466165, 0.17052980132450332, 0.14960629921259844, 0.13787638668779714, 0.13366336633663367, 0.13344594594594594, 0.1409295352323838, 0.13198757763975155, 0.10989010989010989, 0.13009404388714735, 0.139937106918239, 0.09863429438543247, 0.11631663974151858, 0.15477996965098634, 0.12158054711246201, 0.13414634146341464, 0.1453125, 0.15288611544461778, 0.1050080775444265, 0.11338582677165354, 0.1362126245847176, 0.104, 0.11428571428571428, 0.0950920245398773, 0.11568938193343899, 0.1348314606741573, 0.1144578313253012, 0.11219512195121951, 0.10381679389312977, 0.11338582677165354, 0.13364779874213836, 0.10785824345146379, 0.1216, 0.12164296998420221, 0.11442006269592477, 0.10501567398119123, 0.10509031198686371, 0.10377358490566038, 0.11464968152866242, 0.13608562691131498, 0.10684474123539232, 0.1321928460342146, 0.10708661417322834, 0.1228878648233487]",0.9076163610719323,0.3611111111111111
